"scenario","site","md","S_martin","S_wf","inc_days"
"PB3","AveHazel","01-23",0.878128076849472,0.988021976701165,91
"PB3","AveHazel","01-24",0.860225837399828,0.987108361701598,91
"PB3","AveHazel","01-25",0.842226971050554,0.986172140768888,91
"PB3","AveHazel","01-26",0.842226971050554,0.986201527000841,90
"PB3","AveHazel","01-27",0.822311030755368,0.985135015296378,90
"PB3","AveHazel","01-28",0.804304120030442,0.984161525068313,90
"PB3","AveHazel","01-29",0.785775888838552,0.983135156660585,90
"PB3","AveHazel","01-30",0.785775888838552,0.983176677415166,89
"PB3","AveHazel","01-31",0.762081335685287,0.98171539762465,89
"PB3","AveHazel","10-01",0.00125331707576727,0.0229925255655552,58.31
"PB3","AveHazel","10-02",0.00136764683762192,0.0307475151028365,58.56
"PB3","AveHazel","10-03",0.00150290156540506,0.0407726139145256,58.81
"PB3","AveHazel","10-04",0.00169573638705802,0.0527413361224631,59.06
"PB3","AveHazel","10-05",0.00192615908640625,0.0629448078241967,59.43
"PB3","AveHazel","10-06",0.00218869700531907,0.0729265267806301,60.06
"PB3","AveHazel","10-07",0.0025122590240295,0.0846871511544547,60.43
"PB3","AveHazel","10-08",0.00288734863808005,0.0984165687216153,61.06
"PB3","AveHazel","10-09",0.0033445526511994,0.113693252372126,61.31
"PB3","AveHazel","10-10",0.00388266334983026,0.128267249802869,61.68
"PB3","AveHazel","10-11",0.00450865688956726,0.143233723323373,62.31
"PB3","AveHazel","10-12",0.00523727077143636,0.159156698092458,62.68
"PB3","AveHazel","10-13",0.00607954934832341,0.176634264672863,63.31
"PB3","AveHazel","10-14",0.00704741329219997,0.196723555667865,63.68
"PB3","AveHazel","10-15",0.00816244272414838,0.220934472844246,64.43
"PB3","AveHazel","10-16",0.00944483543343722,0.246240649039227,65.06
"PB3","AveHazel","10-17",0.0109079546335036,0.271747925441726,65.49
"PB3","AveHazel","10-18",0.0126594115917855,0.308010775201303,66.37
"PB3","AveHazel","10-19",0.0149366414018845,0.382631070953961,66.93
"PB3","AveHazel","10-20",0.0174567389768498,0.451393499553524,67.68
"PB3","AveHazel","10-21",0.0201111892357976,0.50448671457507,68.37
"PB3","AveHazel","10-22",0.0229940904362222,0.546047727800297,68.93
"PB3","AveHazel","10-23",0.0263038780416522,0.584290924190122,69.68
"PB3","AveHazel","10-24",0.0301047755441109,0.623437948194677,70.49
"PB3","AveHazel","10-25",0.034406945277434,0.661301737170149,71.37
"PB3","AveHazel","10-26",0.0392871616152818,0.700163992299952,71.93
"PB3","AveHazel","10-27",0.0446298047209383,0.735735514528028,72.68
"PB3","AveHazel","10-28",0.0498587334510521,0.7590212121992,73.43
"PB3","AveHazel","10-29",0.0552002465890164,0.777617498438155,74.31
"PB3","AveHazel","10-30",0.0611187153166815,0.795798283195118,74.87
"PB3","AveHazel","10-31",0.0676521431761103,0.812465846720004,75.68
"PB3","AveHazel","11-01",0.0746631613296335,0.827810049446905,76.37
"PB3","AveHazel","11-02",0.0823076201194176,0.839652543847594,76.93
"PB3","AveHazel","11-03",0.0903062494999396,0.849289223070853,77.62
"PB3","AveHazel","11-04",0.0988364501103393,0.858682865915205,78.37
"PB3","AveHazel","11-05",0.107547721078081,0.865628593546314,78.87
"PB3","AveHazel","11-06",0.117101163617097,0.871330515101924,79.43
"PB3","AveHazel","11-07",0.128246338708721,0.878626347479677,80.31
"PB3","AveHazel","11-08",0.140730795694678,0.886992544370636,80.87
"PB3","AveHazel","11-09",0.154295717252361,0.895922884752504,81.49
"PB3","AveHazel","11-10",0.16886110217491,0.904369209529607,82.37
"PB3","AveHazel","11-11",0.184582305844132,0.911657179340658,82.87
"PB3","AveHazel","11-12",0.201192895085149,0.91741075999766,83.49
"PB3","AveHazel","11-13",0.219256227302738,0.922912610774841,84.31
"PB3","AveHazel","11-14",0.240155443993569,0.929601588073937,84.74
"PB3","AveHazel","11-15",0.264567020907464,0.938229643053515,85.68
"PB3","AveHazel","11-16",0.291469681268245,0.946660940966402,86.37
"PB3","AveHazel","11-17",0.31943482969529,0.952721083713044,86.93
"PB3","AveHazel","11-18",0.349304943352731,0.958156775715114,87.68
"PB3","AveHazel","11-19",0.380334499450273,0.962888019144972,88.5
"PB3","AveHazel","11-20",0.412959259769231,0.967336890137513,88.74
"PB3","AveHazel","11-21",0.447710663845032,0.971520452277596,89.56
"PB3","AveHazel","11-22",0.483667894450735,0.97517827996384,90.12
"PB3","AveHazel","11-23",0.523182755240323,0.979059672338179,90.62
"PB3","AveHazel","11-24",0.564565117751271,0.982420360648998,91.12
"PB3","AveHazel","11-25",0.608063868195444,0.985481558319049,91.81
"PB3","AveHazel","11-26",0.654701047582002,0.988396903549524,92.18
"PB3","AveHazel","11-27",0.703275689160012,0.991023979981041,92.81
"PB3","AveHazel","11-28",0.749968306227131,0.992949799265571,93.24
"PB3","AveHazel","11-29",0.796314359279353,0.994486891817119,94
"PB3","AveHazel","11-30",0.843053351133489,0.995939791069429,94.24
"PB3","AveHazel","12-01",0.886166466863224,0.997075631866926,95
"PB3","AveHazel","12-02",0.907155087160671,0.997309337646531,95
"PB3","AveHazel","12-03",0.927004577736783,0.997525622532202,95
"PB3","AveHazel","12-04",0.945344343268987,0.997698371557286,95.24
"PB3","AveHazel","12-05",0.960430923639281,0.9978191181465,96
"PB3","AveHazel","12-06",0.972793610334762,0.99794402478101,96
"PB3","AveHazel","12-07",0.983729102117936,0.998041374979222,96
"PB3","AveHazel","12-08",0.992338420424116,0.998124667734539,96
"PB3","AveHazel","12-09",0.997958527720361,0.998187804689063,96.24
"PB3","AveHazel","12-10",1,0.998195701130607,97
"PB3","AveHazel","12-11",1,0.998219412570334,97
"PB3","AveHazel","12-12",1,0.998232220700323,97
"PB3","AveHazel","12-13",1,0.998245411432542,97
"PB3","AveHazel","12-14",1,0.99824734131934,97
"PB3","AveHazel","12-15",1,0.998228082963807,97
"PB3","AveHazel","12-16",1,0.998192104304698,97
"PB3","AveHazel","12-17",1,0.998154237746411,97
"PB3","AveHazel","12-18",1,0.998089206142253,97
"PB3","AveHazel","12-19",1,0.998016379733698,97
"PB3","AveHazel","12-20",1,0.997935333808685,97
"PB3","AveHazel","12-21",1,0.997839699990292,97
"PB3","AveHazel","12-22",1,0.997749119166881,97
"PB3","AveHazel","12-23",1,0.997646057196058,97
"PB3","AveHazel","12-24",1,0.997544033257161,97
"PB3","AveHazel","12-25",1,0.997433772667591,97
"PB3","AveHazel","12-26",1,0.997291782380651,97
"PB3","AveHazel","12-27",1,0.997143360729902,97
"PB3","AveHazel","12-28",1,0.996974162821287,97
"PB3","AveHazel","12-29",1,0.996835535178487,97
"PB3","AveHazel","12-30",1,0.996675372549046,97
"PB3","AveHazel","12-31",1,0.996691892002231,96
"PB3","AveWatt","01-01",0.912048921513721,0.990595006928776,93
"PB3","AveWatt","01-02",0.912048921513721,0.990614763905272,92
"PB3","AveWatt","01-03",0.894486136705489,0.989749494302445,92
"PB3","AveWatt","01-04",0.876778143047282,0.988862731258296,92
"PB3","AveWatt","01-05",0.864288593155031,0.988191551647922,92
"PB3","AveWatt","01-06",0.864288593155031,0.988213965094956,91
"PB3","AveWatt","01-07",0.845792666758561,0.987253341140034,91
"PB3","AveWatt","01-08",0.825226774255589,0.986141755413778,91
"PB3","AveWatt","01-09",0.79790860417497,0.984419722026894,91
"PB3","AveWatt","01-10",0.79790860417497,0.984441881618663,90
"PB3","AveWatt","01-11",0.773901976712946,0.982966259675392,90
"PB3","AveWatt","01-12",0.747539896872757,0.981171194339311,90
"PB3","AveWatt","01-13",0.747539896872757,0.981199226209782,89
"PB3","AveWatt","01-14",0.726196964340438,0.979837785125146,89
"PB3","AveWatt","01-15",0.703353940813174,0.978244132933876,89
"PB3","AveWatt","01-16",0.680289161607602,0.976567144160765,89
"PB3","AveWatt","01-17",0.680289161607602,0.976594808048087,88
"PB3","AveWatt","01-18",0.658156416459432,0.974943606872633,88
"PB3","AveWatt","01-19",0.633888703101853,0.972896744582156,88
"PB3","AveWatt","01-20",0.633888703101853,0.97292986601058,87
"PB3","AveWatt","01-21",0.608060602755342,0.970456480004489,87
"PB3","AveWatt","01-22",0.579215540468513,0.966992358546514,87
"PB3","AveWatt","01-23",0.549713515117853,0.962878228375317,87
"PB3","AveWatt","01-24",0.549713515117853,0.962922549301415,86
"PB3","AveWatt","01-25",0.519372879258844,0.957852865309992,86
"PB3","AveWatt","01-26",0.489912282868151,0.952404053068759,86
"PB3","AveWatt","01-27",0.489912282868151,0.952407912804968,85
"PB3","AveWatt","01-28",0.460748240233979,0.94615722825109,85
"PB3","AveWatt","01-29",0.431247150386739,0.93835365337709,85
"PB3","AveWatt","01-30",0.431247150386739,0.938429088733957,84
"PB3","AveWatt","01-31",0.40571119946716,0.932383649713623,84
"PB3","AveWatt","10-01",0.00182501314554101,0.00129839566768764,59.31
"PB3","AveWatt","10-02",0.00210171078938926,0.00355908737798812,59.62
"PB3","AveWatt","10-03",0.00242626399965994,0.00727738609733469,60.12
"PB3","AveWatt","10-04",0.00283953544721878,0.0115207471467904,60.62
"PB3","AveWatt","10-05",0.00333255591597521,0.0174051884699553,61.12
"PB3","AveWatt","10-06",0.00392518128224483,0.0247261800782157,61.68
"PB3","AveWatt","10-07",0.00464007597836145,0.0341833487990725,62.31
"PB3","AveWatt","10-08",0.0054994141860302,0.0471756289442274,62.74
"PB3","AveWatt","10-09",0.00650831390718459,0.0613323581785,63.56
"PB3","AveWatt","10-10",0.00767439230519888,0.0747193390598867,63.93
"PB3","AveWatt","10-11",0.00902478710029973,0.0881289331043309,64.56
"PB3","AveWatt","10-12",0.0105961245923364,0.102963178657954,64.93
"PB3","AveWatt","10-13",0.0123923088373544,0.116918078841277,65.74
"PB3","AveWatt","10-14",0.0144535618206819,0.130935605861708,66.56
"PB3","AveWatt","10-15",0.0169017948998638,0.148687139240137,66.93
"PB3","AveWatt","10-16",0.0197663007955791,0.169063480775916,67.74
"PB3","AveWatt","10-17",0.0230865874487576,0.190936134537141,68.68
"PB3","AveWatt","10-18",0.0270757889442861,0.220722757161773,69.49
"PB3","AveWatt","10-19",0.0320887628322597,0.272841090912029,70.37
"PB3","AveWatt","10-20",0.0378336397056994,0.333907924684672,70.93
"PB3","AveWatt","10-21",0.0444124016434059,0.39714986317761,71.74
"PB3","AveWatt","10-22",0.0521233405896068,0.473428958245877,72.87
"PB3","AveWatt","10-23",0.0613364405005814,0.560912751567768,73.68
"PB3","AveWatt","10-24",0.0721570077363095,0.667822306183989,74.49
"PB3","AveWatt","10-25",0.0840834606172643,0.755118000655202,75.43
"PB3","AveWatt","10-26",0.0959280916100608,0.798338425003978,76.37
"PB3","AveWatt","10-27",0.107986874203882,0.826839826111072,76.99
"PB3","AveWatt","10-28",0.121201579469892,0.851006012429704,77.87
"PB3","AveWatt","10-29",0.136455592989931,0.878420285267072,78.43
"PB3","AveWatt","10-30",0.153573658593173,0.901585604499468,79.18
"PB3","AveWatt","10-31",0.172985799134963,0.926470437452176,79.99
"PB3","AveWatt","11-01",0.193179757418252,0.943964179721642,80.87
"PB3","AveWatt","11-02",0.211114262842161,0.951302615219596,81.37
"PB3","AveWatt","11-03",0.22614568207608,0.954888358297755,81.87
"PB3","AveWatt","11-04",0.241145905838523,0.95765909297677,82.37
"PB3","AveWatt","11-05",0.254897992552872,0.959634804366324,82.87
"PB3","AveWatt","11-06",0.26907645974203,0.961690620618325,83.37
"PB3","AveWatt","11-07",0.282698503803571,0.963315180444362,83.81
"PB3","AveWatt","11-08",0.294332792878518,0.964647116815054,84.18
"PB3","AveWatt","11-09",0.307076766436447,0.966231831031588,84.87
"PB3","AveWatt","11-10",0.319499374380583,0.967717438875522,85.25
"PB3","AveWatt","11-11",0.333563717530042,0.968943434386962,85.68
"PB3","AveWatt","11-12",0.352411902905517,0.970550576410582,86.25
"PB3","AveWatt","11-13",0.376626877835893,0.973049236221172,86.49
"PB3","AveWatt","11-14",0.403425345611105,0.975628759430903,87.31
"PB3","AveWatt","11-15",0.430929528861717,0.977852966394557,87.68
"PB3","AveWatt","11-16",0.45735725618296,0.979458487328308,88.31
"PB3","AveWatt","11-17",0.483157873573766,0.980642067003512,88.68
"PB3","AveWatt","11-18",0.509210284139103,0.981683108913817,89.25
"PB3","AveWatt","11-19",0.534320962239854,0.982624827977656,89.31
"PB3","AveWatt","11-20",0.565180872348915,0.984323483549529,89.68
"PB3","AveWatt","11-21",0.601353332571285,0.986800133882026,90.31
"PB3","AveWatt","11-22",0.636077749780601,0.988623622629448,90.68
"PB3","AveWatt","11-23",0.673883162730602,0.990406889644826,91.31
"PB3","AveWatt","11-24",0.712093566604885,0.991765075218589,91.56
"PB3","AveWatt","11-25",0.753717485898947,0.993169888300614,91.93
"PB3","AveWatt","11-26",0.79632777354906,0.994401938928311,92.37
"PB3","AveWatt","11-27",0.834608732122769,0.99534545444477,92.81
"PB3","AveWatt","11-28",0.866641950831204,0.996066826703829,93.06
"PB3","AveWatt","11-29",0.896478678622838,0.996616241537264,93.24
"PB3","AveWatt","11-30",0.923004051512921,0.997042928724261,94
"PB3","AveWatt","12-01",0.947827123199797,0.997373051767286,94
"PB3","AveWatt","12-02",0.959791699728658,0.997477953459977,94
"PB3","AveWatt","12-03",0.972281507841706,0.997565484123199,94.24
"PB3","AveWatt","12-04",0.982795324700775,0.997645535181302,94.24
"PB3","AveWatt","12-05",0.988505201036176,0.99762824137007,95
"PB3","AveWatt","12-06",0.993638618281519,0.997654157291736,95
"PB3","AveWatt","12-07",0.997370773906889,0.997672440999688,95
"PB3","AveWatt","12-08",1,0.997664551098049,95
"PB3","AveWatt","12-09",1,0.997608693183422,95
"PB3","AveWatt","12-10",1,0.997540013564298,95
"PB3","AveWatt","12-11",1,0.997475914436798,95
"PB3","AveWatt","12-12",1,0.997401141601854,95
"PB3","AveWatt","12-13",1,0.997297186167888,95
"PB3","AveWatt","12-14",1,0.997190100473614,95
"PB3","AveWatt","12-15",1,0.997066472705534,95
"PB3","AveWatt","12-16",1,0.996915322374633,95
"PB3","AveWatt","12-17",1,0.996728169703111,95
"PB3","AveWatt","12-18",1,0.99644918706831,95
"PB3","AveWatt","12-19",1,0.99614753938036,95
"PB3","AveWatt","12-20",0.995075084030596,0.995729013683566,95
"PB3","AveWatt","12-21",0.986519602133375,0.995225880806811,95
"PB3","AveWatt","12-22",0.986519602133375,0.99526143407182,94
"PB3","AveWatt","12-23",0.980363278820264,0.994809668293836,94
"PB3","AveWatt","12-24",0.973826728721315,0.994346921225182,94
"PB3","AveWatt","12-25",0.966504582562532,0.993863862803727,94
"PB3","AveWatt","12-26",0.962172070314182,0.99344621225499,94
"PB3","AveWatt","12-27",0.955175892664705,0.992964051527837,94
"PB3","AveWatt","12-28",0.955175892664705,0.992981971391627,93
"PB3","AveWatt","12-29",0.946639684731302,0.992460926830615,93
"PB3","AveWatt","12-30",0.936586947290036,0.991896973490397,93
"PB3","AveWatt","12-31",0.927508118286629,0.991358983810563,93
"PB4","AveHazel","01-01",1,0.99651768829097,96
"PB4","AveHazel","01-02",1,0.996326461074447,96
"PB4","AveHazel","01-03",1,0.996129404183432,96
"PB4","AveHazel","01-04",1,0.995884767683903,96
"PB4","AveHazel","01-05",1,0.995579743132767,96
"PB4","AveHazel","01-06",1,0.995594273522838,95
"PB4","AveHazel","01-07",1,0.995268863882941,95
"PB4","AveHazel","01-08",1,0.994957877554718,95
"PB4","AveHazel","01-09",0.998994672347463,0.994602297723685,95
"PB4","AveHazel","01-10",0.992196027022709,0.994128843691954,95
"PB4","AveHazel","01-11",0.992196027022709,0.994145772215632,94
"PB4","AveHazel","01-12",0.985286905193588,0.993669801632551,94
"PB4","AveHazel","01-13",0.978775244666232,0.993201553634616,94
"PB4","AveHazel","01-14",0.973581581020255,0.992762678556866,94
"PB4","AveHazel","01-15",0.973581581020255,0.992780162289121,93
"PB4","AveHazel","01-16",0.9626945796461,0.992194436010734,93
"PB4","AveHazel","01-17",0.951132414274769,0.991586295670878,93
"PB4","AveHazel","01-18",0.934303772028279,0.990782237097218,93
"PB4","AveHazel","01-19",0.934303772028279,0.990803351601075,92
"PB4","AveHazel","01-20",0.918725566972033,0.990041061216857,92
"PB4","AveHazel","01-21",0.899180422167182,0.989083381223317,92
"PB4","AveHazel","01-22",0.878128076849474,0.988018799637187,92
"PB4","AveHazel","01-23",0.878128076849474,0.988021976701187,91
"PB4","AveHazel","01-24",0.860225837399826,0.987108361701567,91
"PB4","AveHazel","01-25",0.842226971050553,0.986172140768914,91
"PB4","AveHazel","01-26",0.842226971050553,0.986201527000811,90
"PB4","AveHazel","01-27",0.822311030755369,0.985135015296345,90
"PB4","AveHazel","01-28",0.804304120030443,0.984161525068273,90
"PB4","AveHazel","01-29",0.785775888838553,0.983135156660568,90
"PB4","AveHazel","01-30",0.785775888838553,0.983176677415142,89
"PB4","AveHazel","01-31",0.762081335685283,0.98171539762466,89
"PB4","AveHazel","10-01",0.0013370097001824,0.0246955828644377,58.5
"PB4","AveHazel","10-02",0.00146835156136203,0.0330244710322635,58.62
"PB4","AveHazel","10-03",0.00160181660913925,0.0437181686741313,59.06
"PB4","AveHazel","10-04",0.00180675120397593,0.0565044746306104,59.37
"PB4","AveHazel","10-05",0.00205065132228491,0.0673929947906358,59.87
"PB4","AveHazel","10-06",0.00234205065313365,0.0780803473441078,60.25
"PB4","AveHazel","10-07",0.00269557933682209,0.0906854997861454,60.43
"PB4","AveHazel","10-08",0.00309815292804407,0.105406568740944,61.06
"PB4","AveHazel","10-09",0.0035882491685842,0.121798853647648,61.37
"PB4","AveHazel","10-10",0.00416465740791282,0.137395415250172,61.87
"PB4","AveHazel","10-11",0.00483769232282904,0.153414392196427,62.37
"PB4","AveHazel","10-12",0.00561947942017529,0.170485790426099,62.87
"PB4","AveHazel","10-13",0.00652322630198357,0.189276675277455,63.37
"PB4","AveHazel","10-14",0.00756172359408595,0.210917648068717,63.93
"PB4","AveHazel","10-15",0.00875812630442458,0.237017665124574,64.68
"PB4","AveHazel","10-16",0.0101341062284979,0.264429202475499,65.31
"PB4","AveHazel","10-17",0.0117040018082486,0.292090251937721,65.68
"PB4","AveHazel","10-18",0.0135836330522972,0.331467368788598,66.49
"PB4","AveHazel","10-19",0.0160300723990954,0.412572436165224,67.37
"PB4","AveHazel","10-20",0.0187432471287026,0.485877677919532,67.93
"PB4","AveHazel","10-21",0.0216034781698054,0.535404223331258,68.62
"PB4","AveHazel","10-22",0.0247051410553486,0.569253236205721,69.24
"PB4","AveHazel","10-23",0.0282642410348795,0.602625806896686,70.12
"PB4","AveHazel","10-24",0.0323493855208939,0.637192614734599,70.74
"PB4","AveHazel","10-25",0.0369703157316704,0.670807045876771,71.62
"PB4","AveHazel","10-26",0.0422103479593863,0.706979846045418,72.24
"PB4","AveHazel","10-27",0.0479452166091259,0.743368772755011,73.18
"PB4","AveHazel","10-28",0.0535533099090273,0.768650651490783,73.87
"PB4","AveHazel","10-29",0.0592814780867382,0.787048481915839,74.43
"PB4","AveHazel","10-30",0.0656362512161623,0.805402829485497,75.18
"PB4","AveHazel","10-31",0.0726615123861024,0.823467018903116,75.87
"PB4","AveHazel","11-01",0.0802002511951569,0.83881169849276,76.62
"PB4","AveHazel","11-02",0.0884140663824201,0.85181000711855,77.18
"PB4","AveHazel","11-03",0.0970015604030367,0.862518438726089,77.87
"PB4","AveHazel","11-04",0.106155076691743,0.872811297278666,78.62
"PB4","AveHazel","11-05",0.115515890507255,0.880269229989782,79.18
"PB4","AveHazel","11-06",0.12579912783695,0.885894457796588,79.87
"PB4","AveHazel","11-07",0.137792492892083,0.893255668650945,80.43
"PB4","AveHazel","11-08",0.151220959749174,0.901885408942014,81.18
"PB4","AveHazel","11-09",0.165797514785041,0.910979426092002,82.06
"PB4","AveHazel","11-10",0.181425310112636,0.919753516585738,82.43
"PB4","AveHazel","11-11",0.198299969923984,0.927146303031502,83.12
"PB4","AveHazel","11-12",0.216147161912726,0.93290787229179,83.93
"PB4","AveHazel","11-13",0.235546770396792,0.938562373532316,84.62
"PB4","AveHazel","11-14",0.257443899693308,0.944802696079822,85.12
"PB4","AveHazel","11-15",0.280775904554923,0.950247041525856,85.74
"PB4","AveHazel","11-16",0.30469316847909,0.954399849453035,86.56
"PB4","AveHazel","11-17",0.329503033539818,0.957819401911677,87.12
"PB4","AveHazel","11-18",0.355725996661383,0.960799901296966,87.74
"PB4","AveHazel","11-19",0.382217702388307,0.96328557319654,88.5
"PB4","AveHazel","11-20",0.409455186252799,0.965647928964867,88.74
"PB4","AveHazel","11-21",0.439000279954278,0.968192692112978,89.5
"PB4","AveHazel","11-22",0.472814694564946,0.97154519790301,89.74
"PB4","AveHazel","11-23",0.512810948236781,0.97618170857772,90.62
"PB4","AveHazel","11-24",0.554519007529978,0.979973321664411,91.12
"PB4","AveHazel","11-25",0.598770110928055,0.983579998600695,91.62
"PB4","AveHazel","11-26",0.646380605638294,0.987021315177707,92.18
"PB4","AveHazel","11-27",0.69623693931127,0.990139360342428,92.81
"PB4","AveHazel","11-28",0.744594035267406,0.99237759128193,93.24
"PB4","AveHazel","11-29",0.793220851332505,0.994206553479827,94
"PB4","AveHazel","11-30",0.842190492407525,0.995869530441583,94.24
"PB4","AveHazel","12-01",0.886166466863217,0.997075631866923,95
"PB4","AveHazel","12-02",0.907155087160687,0.997309337646601,95
"PB4","AveHazel","12-03",0.92700457773679,0.997525622532184,95
"PB4","AveHazel","12-04",0.945344343268988,0.997698371557273,95.24
"PB4","AveHazel","12-05",0.960430923639277,0.997819118146511,96
"PB4","AveHazel","12-06",0.972793610334754,0.997944024780983,96
"PB4","AveHazel","12-07",0.983729102117945,0.998041374979279,96
"PB4","AveHazel","12-08",0.992338420424109,0.998124667734518,96
"PB4","AveHazel","12-09",0.997958527720376,0.998187804689083,96.24
"PB4","AveHazel","12-10",1,0.998195701130641,97
"PB4","AveHazel","12-11",1,0.998219412570289,97
"PB4","AveHazel","12-12",1,0.998232220700354,97
"PB4","AveHazel","12-13",1,0.998245411432552,97
"PB4","AveHazel","12-14",1,0.998247341319321,97
"PB4","AveHazel","12-15",1,0.998228082963834,97
"PB4","AveHazel","12-16",1,0.998192104304709,97
"PB4","AveHazel","12-17",1,0.998154237746403,97
"PB4","AveHazel","12-18",1,0.998089206142284,97
"PB4","AveHazel","12-19",1,0.998016379733707,97
"PB4","AveHazel","12-20",1,0.997935333808672,97
"PB4","AveHazel","12-21",1,0.997839699990272,97
"PB4","AveHazel","12-22",1,0.997749119166868,97
"PB4","AveHazel","12-23",1,0.997646057196066,97
"PB4","AveHazel","12-24",1,0.997544033257211,97
"PB4","AveHazel","12-25",1,0.997433772667544,97
"PB4","AveHazel","12-26",1,0.997291782380618,97
"PB4","AveHazel","12-27",1,0.997143360729912,97
"PB4","AveHazel","12-28",1,0.99697416282131,97
"PB4","AveHazel","12-29",1,0.996835535178458,97
"PB4","AveHazel","12-30",1,0.996675372549017,97
"PB4","AveHazel","12-31",1,0.996691892002263,96
"PB4","AveWatt","01-01",0.912048921513719,0.990595006929098,93
"PB4","AveWatt","01-02",0.912048921513719,0.990614763905261,92
"PB4","AveWatt","01-03",0.894486136705486,0.989749494302771,92
"PB4","AveWatt","01-04",0.87677814304728,0.98886273125851,92
"PB4","AveWatt","01-05",0.864288593155031,0.988191551647727,92
"PB4","AveWatt","01-06",0.864288593155031,0.988213965094754,91
"PB4","AveWatt","01-07",0.845792666758563,0.987253341140263,91
"PB4","AveWatt","01-08",0.825226774255588,0.986141755414276,91
"PB4","AveWatt","01-09",0.797908604174975,0.984419722026846,91
"PB4","AveWatt","01-10",0.797908604174975,0.984441881618784,90
"PB4","AveWatt","01-11",0.773901976712946,0.982966259675878,90
"PB4","AveWatt","01-12",0.747539896872759,0.981171194338801,90
"PB4","AveWatt","01-13",0.747539896872759,0.981199226209172,89
"PB4","AveWatt","01-14",0.726196964340438,0.979837785125382,89
"PB4","AveWatt","01-15",0.703353940813176,0.978244132934231,89
"PB4","AveWatt","01-16",0.680289161607601,0.976567144160557,89
"PB4","AveWatt","01-17",0.680289161607601,0.976594808048041,88
"PB4","AveWatt","01-18",0.658156416459432,0.974943606872964,88
"PB4","AveWatt","01-19",0.633888703101851,0.972896744581408,88
"PB4","AveWatt","01-20",0.633888703101851,0.972929866010641,87
"PB4","AveWatt","01-21",0.608060602755343,0.970456480005024,87
"PB4","AveWatt","01-22",0.579215540468512,0.966992358546285,87
"PB4","AveWatt","01-23",0.549713515117853,0.962878228375357,87
"PB4","AveWatt","01-24",0.549713515117853,0.962922549301325,86
"PB4","AveWatt","01-25",0.519372879258846,0.95785286531048,86
"PB4","AveWatt","01-26",0.489912282868151,0.952404053068971,86
"PB4","AveWatt","01-27",0.489912282868151,0.952407912805188,85
"PB4","AveWatt","01-28",0.460748240233977,0.946157228251574,85
"PB4","AveWatt","01-29",0.43124715038674,0.938353653376873,85
"PB4","AveWatt","01-30",0.43124715038674,0.938429088734047,84
"PB4","AveWatt","01-31",0.40571119946716,0.932383649713953,84
"PB4","AveWatt","10-01",0.00204155684774827,0.00134147929875165,59.81
"PB4","AveWatt","10-02",0.00235623993611394,0.0036792817619582,60.12
"PB4","AveWatt","10-03",0.0027375643224732,0.00752577615167972,60.62
"PB4","AveWatt","10-04",0.00321307675072991,0.0119241325369883,61.12
"PB4","AveWatt","10-05",0.00377708754457769,0.018020842716007,61.62
"PB4","AveWatt","10-06",0.00445476469024996,0.0256045865777061,62.12
"PB4","AveWatt","10-07",0.00527262599873591,0.0354160060734797,62.68
"PB4","AveWatt","10-08",0.0062489969799726,0.0488922818556815,63.31
"PB4","AveWatt","10-09",0.00739541205207317,0.0635630378329681,63.74
"PB4","AveWatt","10-10",0.00872042961596445,0.0774235814087059,64.5
"PB4","AveWatt","10-11",0.0102548863255158,0.0913224774160711,64.74
"PB4","AveWatt","10-12",0.0120404007294314,0.106692989066878,65.74
"PB4","AveWatt","10-13",0.0140814090155693,0.121162111704258,66.5
"PB4","AveWatt","10-14",0.0164236155183078,0.135704791095626,66.74
"PB4","AveWatt","10-15",0.0192055483934384,0.154109807318286,67.74
"PB4","AveWatt","10-16",0.0224604930267976,0.175249907860973,68.5
"PB4","AveWatt","10-17",0.0262333423824729,0.197952899078218,68.74
"PB4","AveWatt","10-18",0.0307683069310102,0.228748771431564,69.74
"PB4","AveWatt","10-19",0.0364736730844282,0.282496304074231,70.74
"PB4","AveWatt","10-20",0.0430162452632446,0.345689319486221,71.68
"PB4","AveWatt","10-21",0.0505171248496141,0.410765768700084,72.43
"PB4","AveWatt","10-22",0.059302661012751,0.488744378310018,73.24
"PB4","AveWatt","10-23",0.0697883630474099,0.578502253875788,74.18
"PB4","AveWatt","10-24",0.0820982538933827,0.687403078112081,75.18
"PB4","AveWatt","10-25",0.0956718014030849,0.773027778351312,75.99
"PB4","AveWatt","10-26",0.109140493404149,0.811929183495453,76.93
"PB4","AveWatt","10-27",0.122810208389107,0.838173330725596,77.62
"PB4","AveWatt","10-28",0.137779392348539,0.860686145773123,78.18
"PB4","AveWatt","10-29",0.155077712616284,0.884620146484197,78.99
"PB4","AveWatt","10-30",0.174541022133367,0.907663341039248,79.93
"PB4","AveWatt","10-31",0.196677413262425,0.934106128483654,80.62
"PB4","AveWatt","11-01",0.219707069045591,0.951620851665086,81.18
"PB4","AveWatt","11-02",0.240128520412049,0.958902312688758,81.81
"PB4","AveWatt","11-03",0.257208508460139,0.962152581474655,82.18
"PB4","AveWatt","11-04",0.274231174015382,0.964507580573148,82.81
"PB4","AveWatt","11-05",0.28989207393017,0.966395476001033,83.56
"PB4","AveWatt","11-06",0.306110350731648,0.968459110342141,83.87
"PB4","AveWatt","11-07",0.321692081806998,0.970167363911293,84.37
